what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1399495718836
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399495720408
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1399495761332
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1399495793628
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399495795058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399495797264
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1399495797319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399495802926
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399495805047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1399495805120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399495812076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399495814069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1399495814127
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399495814202
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399495814259
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1399495815133
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399495818696
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399495823880
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399495845190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1399495846800
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1399495849293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399495903286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399495903751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399495904080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399495904422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399495904739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399495905076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399495905557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1399495905924
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1399495921684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1399495922411
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1399496177607
